ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory
671,24,5,2023-03-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
672,95,14,2025-02-15,5,"Great    purchase,  very  satisfied.",0.8016,Positive
673,74,12,2025-10-16,4,Customer  support  was  very  helpful.,0.6997,Positive
674,29,1,2023-08-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
675,24,9,2025-02-07,2,Not  worth  the  money.,-0.1695,Negative
676,6,12,2024-03-14,5,The  build  quality  is    impressive.,0.5106,Positive
677,6,17,2024-03-29,4,Five    stars  for  the  quick  delivery.,0.0,Postive
678,49,9,2025-05-19,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
679,10,8,2025-09-29,2,Not  worth  the  money.,-0.1695,Negative
680,60,20,2025-06-12,4,Exceeded  my    expectations!,0.0,Postive
681,48,16,2024-03-21,5,The  quality  is  top-notch.,0.0,Postive
682,80,11,2023-01-05,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative
683,22,10,2025-04-06,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
684,92,12,2025-01-12,2,Product  did  not  meet  my  expectations.,0.0,Negative
685,86,14,2024-03-22,1,The  color  was  different  from  what  was  shown.,0.0,Negative
686,31,17,2023-05-09,5,"I    love  this  product,  will  buy  again!",0.6696,Positive
687,86,17,2023-07-16,2,Not  worth  the  money.,-0.1695,Negative
688,32,12,2025-07-07,4,Customer  support  was  very  helpful.,0.6997,Positive
689,34,16,2025-04-23,4,Customer  support  was  very  helpful.,0.6997,Positive
690,61,19,2023-10-11,4,Five  stars  for  the  quick  delivery.,0.0,Postive
691,40,7,2024-07-27,3,Five  stars  for  the  quick  delivery.,0.0,Neutral
692,64,10,2023-12-22,3,Not  worth  the    money.,-0.1695,Mixed Negative
693,58,10,2023-08-31,5,The  build  quality  is    impressive.,0.5106,Positive
694,27,13,2024-07-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
695,13,14,2023-09-15,4,Customer  support    was  very  helpful.,0.6997,Positive
696,48,11,2023-10-07,4,Five  stars  for  the  quick  delivery.,0.0,Postive
697,13,7,2024-09-21,4,"Great  purchase,  very  satisfied.",0.8016,Positive
698,4,18,2023-06-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
699,42,19,2023-01-30,3,Not  worth  the  money.,-0.1695,Mixed Negative
700,14,2,2023-11-23,4,"I    love  this  product,  will  buy  again!",0.6696,Positive
701,68,4,2023-01-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
702,92,3,2025-02-06,3,Not  worth  the  money.,-0.1695,Mixed Negative
703,3,16,2024-04-17,5,Five  stars  for  the  quick  delivery.,0.0,Postive
704,8,20,2024-09-26,5,Exceeded  my  expectations!,0.0,Postive
705,88,11,2025-05-25,5,Exceeded    my  expectations!,0.0,Postive
706,75,5,2024-01-03,5,Exceeded  my    expectations!,0.0,Postive
707,96,16,2024-08-08,2,Not  worth  the  money.,-0.1695,Negative
708,70,17,2024-01-20,5,The  build  quality  is  impressive.,0.5106,Positive
709,1,16,2023-02-25,5,Customer  support  was  very  helpful.,0.6997,Positive
710,88,7,2025-09-26,5,Customer  support  was  very  helpful.,0.6997,Positive
711,39,12,2023-12-07,5,"Excellent    product,  highly  recommend!",0.7773,Positive
712,53,17,2024-09-17,3,Not  worth  the  money.,-0.1695,Mixed Negative
713,55,12,2024-12-12,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
714,76,2,2023-01-11,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
715,13,2,2024-03-26,4,"Great  purchase,  very  satisfied.",0.8016,Positive
716,64,2,2023-08-12,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
717,82,1,2025-03-07,5,Exceeded  my  expectations!,0.0,Postive
718,30,20,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative
719,24,4,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative
720,41,4,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,0.0,Postive
721,4,15,2024-09-25,2,Not    worth  the  money.,-0.1695,Negative
722,68,16,2025-10-14,4,The  quality  is  top-notch.,0.0,Postive
723,84,7,2023-11-22,2,The  product  arrived  late.,0.0,Negative
724,31,3,2024-01-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
725,13,6,2025-09-30,4,The  quality  is  top-notch.,0.0,Postive
726,33,20,2024-10-16,5,Customer  support  was    very  helpful.,0.6997,Positive
727,39,1,2025-09-24,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
728,30,1,2024-08-23,5,Customer  support  was  very  helpful.,0.6997,Positive
729,99,9,2023-03-17,1,Not  worth  the  money.,-0.1695,Negative
730,67,6,2025-01-15,4,The  quality  is    top-notch.,0.0,Postive
731,4,7,2023-07-13,5,The  build    quality  is  impressive.,0.5106,Positive
732,56,20,2025-03-02,4,"Excellent  product,  highly  recommend!",0.7773,Positive
733,75,13,2024-11-07,4,Customer  support  was  very  helpful.,0.6997,Positive
734,63,2,2024-03-10,5,Five  stars  for  the  quick  delivery.,0.0,Postive
735,22,15,2024-03-02,4,Customer  support  was  very  helpful.,0.6997,Positive
736,72,6,2023-10-17,5,"Excellent  product,  highly  recommend!",0.7773,Positive
737,45,15,2023-10-11,3,Not  worth  the  money.,-0.1695,Mixed Negative
738,3,12,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
739,70,18,2023-07-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
740,33,5,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative
741,3,9,2025-05-24,3,Not    worth  the  money.,-0.1695,Mixed Negative
742,84,7,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
743,89,3,2023-05-15,3,Not  worth  the  money.,-0.1695,Mixed Negative
744,63,19,2023-03-31,3,Not  worth  the  money.,-0.1695,Mixed Negative
745,85,12,2024-05-17,5,Exceeded  my  expectations!,0.0,Postive
746,24,13,2024-03-28,5,"I  love    this  product,  will  buy  again!",0.6696,Positive
747,84,1,2023-04-27,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
748,100,13,2025-09-15,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive
749,64,13,2025-06-28,2,Not  worth  the  money.,-0.1695,Negative
750,3,5,2024-06-20,4,The    quality  is  top-notch.,0.0,Postive
751,58,17,2025-07-11,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
752,7,12,2024-10-11,1,Not  worth  the  money.,-0.1695,Negative
753,94,4,2023-01-29,5,The  build  quality  is  impressive.,0.5106,Positive
754,55,11,2025-07-11,4,The  quality  is  top-notch.,0.0,Postive
755,27,15,2024-03-31,4,"Great  purchase,  very  satisfied.",0.8016,Positive
756,94,8,2025-03-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
757,8,13,2023-09-27,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
758,53,1,2024-05-23,2,"Average  experience,  nothing    special.",-0.3089,Negative
759,21,16,2024-12-13,2,Product  did  not  meet  my  expectations.,0.0,Negative
760,100,5,2025-12-18,3,Not    worth  the  money.,-0.1695,Mixed Negative
761,49,16,2025-03-17,3,Customer  support  was  very  helpful.,0.6997,Mixed Positive
762,39,13,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
763,54,16,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
764,84,11,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative
765,74,18,2024-12-11,1,Disappointed  with  the  performance.,-0.4767,Negative
766,83,7,2025-07-31,4,Five  stars  for  the  quick  delivery.,0.0,Postive
767,48,11,2023-10-09,5,Exceeded    my  expectations!,0.0,Postive
768,24,16,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
769,77,7,2024-09-02,5,"Excellent  product,    highly  recommend!",0.7773,Positive
770,52,1,2025-02-02,4,Customer  support  was  very  helpful.,0.6997,Positive
771,32,12,2025-03-21,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
772,62,4,2023-09-13,4,Five    stars  for  the  quick  delivery.,0.0,Postive
773,17,14,2024-06-21,2,Disappointed  with  the  performance.,-0.4767,Negative
774,46,6,2025-12-10,5,"Great  purchase,    very  satisfied.",0.8016,Positive
775,13,16,2025-08-31,4,"Great  purchase,  very    satisfied.",0.8016,Positive
776,17,13,2023-01-12,5,Customer  support  was  very  helpful.,0.6997,Positive
777,81,6,2024-02-14,5,Five  stars  for  the  quick  delivery.,0.0,Postive
778,97,7,2025-06-11,5,The  quality  is    top-notch.,0.0,Postive
779,66,17,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Postive
780,83,1,2025-10-23,5,The  build  quality  is  impressive.,0.5106,Positive
781,68,13,2024-06-06,5,Exceeded  my  expectations!,0.0,Postive
782,25,3,2024-08-19,5,Customer  support  was  very  helpful.,0.6997,Positive
783,21,18,2024-11-30,5,The  build  quality  is  impressive.,0.5106,Positive
784,22,16,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative
785,9,10,2025-10-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
786,37,13,2025-07-29,5,Five  stars  for  the  quick  delivery.,0.0,Postive
787,59,5,2024-08-08,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
788,83,15,2025-05-16,3,Customer  support  was    very  helpful.,0.6997,Mixed Positive
789,7,17,2023-04-08,5,Amazing  value  for  the  price.,0.7351,Positive
790,73,9,2024-06-08,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
791,11,18,2023-06-27,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative
792,88,14,2023-07-29,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
793,53,7,2025-05-21,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
794,24,17,2024-12-03,5,"Excellent  product,  highly  recommend!",0.7773,Positive
795,4,14,2024-12-16,5,Customer  support  was  very  helpful.,0.6997,Positive
796,27,17,2025-02-27,5,The  build  quality  is  impressive.,0.5106,Positive
797,68,19,2025-02-22,5,The  quality  is    top-notch.,0.0,Postive
798,95,13,2023-08-22,2,"Average  experience,  nothing  special.",-0.3089,Negative
799,96,9,2025-07-17,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
800,74,8,2024-05-23,5,Five  stars  for  the  quick  delivery.,0.0,Postive
801,36,10,2023-01-09,2,Not  worth  the  money.,-0.1695,Negative
802,12,16,2023-03-04,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
803,6,11,2023-09-22,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
804,16,8,2025-09-22,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
805,76,20,2024-10-28,2,Not  worth  the  money.,-0.1695,Negative
806,18,9,2023-08-28,5,The  quality  is  top-notch.,0.0,Postive
807,68,8,2025-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
808,49,6,2025-12-12,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive
809,37,17,2023-08-20,2,Product  did  not  meet  my    expectations.,0.0,Negative
810,56,2,2025-06-24,2,Disappointed  with  the  performance.,-0.4767,Negative
811,10,2,2024-01-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
812,80,20,2025-04-19,4,"I  love  this  product,  will    buy  again!",0.6696,Positive
813,58,15,2024-03-28,5,The  quality  is  top-notch.,0.0,Postive
814,93,3,2024-10-28,3,Not  worth  the  money.,-0.1695,Mixed Negative
815,72,6,2025-11-19,1,I  had  a  bad  experience    with  this  product.,-0.5423,Negative
816,91,1,2024-01-11,4,"Great  purchase,    very  satisfied.",0.8016,Positive
817,6,15,2024-11-17,3,Five  stars  for  the  quick  delivery.,0.0,Neutral
818,55,20,2023-12-11,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative
819,20,15,2024-05-12,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Postive
820,47,19,2023-04-10,3,Not  worth  the  money.,-0.1695,Mixed Negative
821,98,12,2025-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
822,47,15,2023-01-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive
823,59,14,2024-09-29,5,Five    stars  for  the  quick  delivery.,0.0,Postive
824,77,13,2024-07-30,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
825,21,18,2023-01-10,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative
826,8,11,2024-10-29,4,"Great  purchase,  very  satisfied.",0.8016,Positive
827,84,18,2025-04-05,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
828,53,20,2025-02-28,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
829,31,9,2023-05-17,4,"Great  purchase,  very  satisfied.",0.8016,Positive
830,61,19,2025-07-23,2,"Average  experience,  nothing    special.",-0.3089,Negative
831,48,17,2025-08-30,3,Not  worth  the  money.,-0.1695,Mixed Negative
832,44,17,2024-04-23,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
833,31,18,2023-08-29,5,Exceeded  my    expectations!,0.0,Postive
834,74,1,2025-09-21,2,"Average    experience,  nothing  special.",-0.3089,Negative
835,12,12,2024-05-07,5,Exceeded  my  expectations!,0.0,Postive
836,52,9,2023-10-25,1,Product  did    not  meet  my  expectations.,0.0,Negative
837,19,16,2023-12-11,5,Customer  support  was  very  helpful.,0.6997,Positive
838,61,17,2024-04-21,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.0,Postive
839,79,7,2024-08-02,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.0,Postive
840,44,10,2023-01-30,4,The  quality  is  top-notch.,0.0,Postive
841,88,10,2023-08-25,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
842,70,17,2024-10-03,5,The  build  quality  is  impressive.,0.5106,Positive
843,51,13,2025-08-28,2,Not  worth    the  money.,-0.1695,Negative
844,66,10,2023-07-01,4,"I  love  this  product,  will    buy  again!",0.6696,Positive
845,89,7,2023-07-26,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
846,17,17,2024-04-22,4,The  quality  is  top-notch.,0.0,Postive
847,6,5,2025-05-29,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative
848,6,18,2023-03-08,1,The  product  stopped  working  after  a  month.,-0.2263,Negative
849,78,10,2025-02-01,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative
850,89,12,2023-07-24,4,The  quality  is  top-notch.,0.0,Postive
851,31,12,2025-11-29,5,The  quality  is  top-notch.,0.0,Postive
852,37,11,2024-12-03,4,Customer  support  was  very  helpful.,0.6997,Positive
853,42,11,2023-05-19,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Mixed Negative
854,7,5,2025-06-09,5,Shipping  was  fast    and  the  item  was  well-packaged.,0.0,Postive
855,2,7,2024-01-08,2,Not  worth  the  money.,-0.1695,Negative
856,23,6,2023-01-03,5,Customer  support  was  very  helpful.,0.6997,Positive
857,11,15,2023-10-17,4,"Great  purchase,  very  satisfied.",0.8016,Positive
858,92,17,2025-05-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
859,6,19,2024-06-25,5,Amazing  value  for  the  price.,0.7351,Positive
860,27,5,2025-01-26,3,Not  worth    the  money.,-0.1695,Mixed Negative
861,70,8,2024-04-18,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
862,4,10,2025-01-17,2,Disappointed  with  the  performance.,-0.4767,Negative
863,93,5,2025-07-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative
864,85,1,2025-01-16,4,Customer  support  was  very    helpful.,0.6997,Positive
865,17,13,2025-03-03,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
866,36,16,2025-03-03,5,Customer  support  was  very  helpful.,0.6997,Positive
867,7,8,2023-07-20,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative
868,10,14,2024-11-01,4,Customer  support  was  very  helpful.,0.6997,Positive
869,18,3,2023-02-02,4,Five  stars  for  the  quick  delivery.,0.0,Postive
870,19,2,2023-03-19,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
871,3,5,2024-03-20,5,The    build  quality  is  impressive.,0.5106,Positive
872,96,3,2025-04-14,2,Product  did    not  meet  my  expectations.,0.0,Negative
873,82,15,2025-06-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
874,78,8,2025-11-09,4,The  build  quality  is  impressive.,0.5106,Positive
875,44,20,2023-11-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
876,10,19,2024-06-19,1,The  product  stopped  working  after  a  month.,-0.2263,Negative
877,78,14,2024-08-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
878,24,10,2025-05-26,2,"Average  experience,  nothing  special.",-0.3089,Negative
879,2,6,2023-09-16,4,"Great  purchase,  very  satisfied.",0.8016,Positive
880,29,13,2023-07-31,5,"Excellent  product,  highly  recommend!",0.7773,Positive
881,63,2,2023-04-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
882,6,7,2024-10-08,4,"Great  purchase,  very  satisfied.",0.8016,Positive
883,4,9,2023-07-08,4,"Great  purchase,  very  satisfied.",0.8016,Positive
884,24,2,2023-11-08,5,Amazing  value  for  the  price.,0.7351,Positive
885,58,6,2024-09-10,5,Customer  support  was  very  helpful.,0.6997,Positive
886,95,15,2025-02-14,5,Customer  support  was  very  helpful.,0.6997,Positive
887,38,10,2025-03-17,2,"Average  experience,  nothing  special.",-0.3089,Negative
888,83,4,2023-01-05,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative
889,45,15,2024-10-02,4,"Great    purchase,  very  satisfied.",0.8016,Positive
890,59,5,2024-07-25,1,Product  did  not  meet  my  expectations.,0.0,Negative
891,48,9,2025-02-26,3,Not  worth  the  money.,-0.1695,Mixed Negative
892,27,4,2025-08-01,4,"Great  purchase,  very    satisfied.",0.8016,Positive
893,51,3,2024-02-06,4,Customer  support  was  very  helpful.,0.6997,Positive
894,82,4,2023-06-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
895,38,4,2024-10-28,5,Exceeded  my  expectations!,0.0,Postive
896,40,20,2025-10-17,4,Five  stars  for  the  quick  delivery.,0.0,Postive
897,48,5,2025-01-05,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative
898,76,15,2023-09-18,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
899,89,9,2024-01-02,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
900,10,5,2025-04-04,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Mixed Negative
901,16,19,2023-02-15,4,The  quality  is  top-notch.,0.0,Postive
902,75,13,2025-07-02,4,"Great  purchase,  very  satisfied.",0.8016,Positive
903,69,5,2025-10-05,4,Customer  support    was  very  helpful.,0.6997,Positive
904,68,9,2025-12-24,4,Five  stars  for  the  quick  delivery.,0.0,Postive
905,82,4,2024-05-05,2,Not    worth  the  money.,-0.1695,Negative
906,92,17,2025-02-27,4,Five  stars  for  the  quick  delivery.,0.0,Postive
907,67,3,2023-10-21,5,Customer  support  was  very  helpful.,0.6997,Positive
908,37,9,2025-03-28,3,Not  worth  the  money.,-0.1695,Mixed Negative
909,59,7,2023-09-08,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
910,92,5,2023-06-14,4,The  quality  is  top-notch.,0.0,Postive
911,93,6,2024-06-27,1,Product  did    not  meet  my  expectations.,0.0,Negative
912,100,2,2025-10-27,2,Disappointed  with  the  performance.,-0.4767,Negative
913,64,5,2024-09-06,4,Customer  support  was  very  helpful.,0.6997,Positive
914,81,19,2023-03-04,5,"Great    purchase,  very  satisfied.",0.8016,Positive
915,55,5,2024-12-21,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative
916,40,5,2024-10-05,2,Not  worth  the  money.,-0.1695,Negative
917,44,20,2025-05-17,4,The  quality  is  top-notch.,0.0,Postive
918,50,4,2024-09-09,3,"The  product    is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
919,37,18,2025-02-14,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative
920,28,1,2025-04-13,4,Customer  support  was  very  helpful.,0.6997,Positive
921,93,11,2023-06-26,5,"Great  purchase,  very  satisfied.",0.8016,Positive
922,92,4,2025-07-22,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
923,3,20,2024-02-07,5,"Excellent  product,  highly    recommend!",0.7773,Positive
924,62,19,2024-12-20,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive
925,2,20,2025-02-10,1,"Terrible  customer  service,  would    not  buy  again.",-0.4767,Negative
926,86,12,2023-06-17,4,Five  stars  for  the  quick  delivery.,0.0,Postive
927,21,4,2024-08-08,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
928,10,9,2024-05-25,4,Customer  support  was  very  helpful.,0.6997,Positive
929,47,5,2024-10-09,5,Amazing  value  for  the  price.,0.7351,Positive
930,83,19,2024-08-05,4,Five  stars  for  the  quick  delivery.,0.0,Postive
931,73,8,2023-09-27,5,"Excellent  product,  highly  recommend!",0.7773,Positive
932,11,20,2023-08-26,5,The  build  quality  is  impressive.,0.5106,Positive
933,83,12,2023-01-11,3,Not  worth  the  money.,-0.1695,Mixed Negative
934,44,3,2023-04-26,5,"I  love  this    product,  will  buy  again!",0.6696,Positive
935,71,12,2025-08-28,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
936,99,15,2023-09-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
937,96,9,2023-06-08,4,"Great  purchase,    very  satisfied.",0.8016,Positive
938,29,12,2024-07-08,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
939,42,6,2024-08-09,5,Customer  support  was  very  helpful.,0.6997,Positive
940,15,12,2025-09-12,4,"Great    purchase,  very  satisfied.",0.8016,Positive
941,13,9,2023-05-21,4,Five  stars  for  the  quick  delivery.,0.0,Postive
942,69,2,2023-02-19,5,"Excellent  product,  highly  recommend!",0.7773,Positive
943,70,19,2023-04-15,5,"Great  purchase,  very  satisfied.",0.8016,Positive
944,72,2,2024-08-11,4,The  quality  is  top-notch.,0.0,Postive
945,46,5,2025-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
946,96,7,2023-08-28,2,Disappointed  with  the  performance.,-0.4767,Negative
947,86,18,2025-11-02,2,"Average  experience,  nothing  special.",-0.3089,Negative
948,29,10,2025-01-22,5,Shipping  was  fast    and  the  item  was  well-packaged.,0.0,Postive
949,55,15,2025-08-25,1,Product  did    not  meet  my  expectations.,0.0,Negative
950,96,9,2024-02-09,5,Customer  support  was  very  helpful.,0.6997,Positive
951,80,15,2024-07-11,2,Not  worth  the  money.,-0.1695,Negative
952,46,15,2025-01-14,5,Customer  support  was  very  helpful.,0.6997,Positive
953,29,3,2025-11-22,4,Five  stars  for  the  quick  delivery.,0.0,Postive
954,26,8,2025-03-13,5,Shipping    was  fast  and  the  item  was  well-packaged.,0.0,Postive
955,53,12,2023-03-15,4,"Great  purchase,  very  satisfied.",0.8016,Positive
956,33,2,2024-10-26,2,"Average  experience,  nothing  special.",-0.3089,Negative
957,37,15,2024-02-26,4,"I  love  this  product,  will  buy    again!",0.6696,Positive
958,45,1,2023-08-17,1,Not  worth  the  money.,-0.1695,Negative
959,85,9,2025-01-01,5,Amazing  value  for  the  price.,0.7351,Positive
960,81,2,2024-03-23,4,Customer  support  was  very  helpful.,0.6997,Positive
961,74,20,2024-07-10,5,"I  love  this    product,  will  buy  again!",0.6696,Positive
962,95,18,2024-10-16,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive
963,36,6,2023-11-17,2,Product  did  not  meet  my  expectations.,0.0,Negative
964,60,18,2024-06-11,4,"Great  purchase,    very  satisfied.",0.8016,Positive
965,25,7,2024-12-15,5,"Excellent  product,  highly  recommend!",0.7773,Positive
966,21,6,2025-09-30,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
967,94,12,2024-04-22,5,The  build    quality  is  impressive.,0.5106,Positive
968,46,14,2024-08-07,5,The  quality  is  top-notch.,0.0,Postive
969,48,4,2023-04-09,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
970,43,2,2024-05-26,3,Not  worth  the  money.,-0.1695,Mixed Negative
971,5,5,2024-12-17,4,The  quality  is  top-notch.,0.0,Postive
972,18,19,2024-08-01,5,Exceeded    my  expectations!,0.0,Postive
973,4,4,2024-01-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
974,13,6,2024-03-01,4,The  quality  is  top-notch.,0.0,Postive
975,84,15,2023-06-12,3,Not  worth  the  money.,-0.1695,Mixed Negative
976,80,7,2023-03-30,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Postive
977,44,10,2023-06-28,3,"Good  quality,  but  could    be  cheaper.",0.2382,Mixed Positive
978,46,13,2025-07-18,5,Customer  support  was  very  helpful.,0.6997,Positive
979,14,4,2024-03-16,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
980,92,14,2023-07-14,2,"Average  experience,  nothing  special.",-0.3089,Negative
981,48,10,2023-05-13,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
982,63,7,2023-11-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive
983,31,19,2024-05-28,5,Customer  support  was  very  helpful.,0.6997,Positive
984,88,11,2023-08-23,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative
985,78,11,2025-10-23,2,Not  worth  the  money.,-0.1695,Negative
986,20,7,2025-11-30,5,The  build  quality  is  impressive.,0.5106,Positive
987,37,16,2024-09-15,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
988,14,14,2025-04-06,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
989,93,19,2023-06-11,4,"Great    purchase,  very  satisfied.",0.8016,Positive
990,7,4,2023-05-05,4,Customer  support  was  very  helpful.,0.6997,Positive
991,97,18,2025-03-10,4,Customer  support  was  very  helpful.,0.6997,Positive
992,77,2,2023-08-16,3,Not  worth  the  money.,-0.1695,Mixed Negative
993,27,12,2025-01-10,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative
994,62,5,2025-11-27,5,Customer  support  was  very  helpful.,0.6997,Positive
995,17,8,2025-07-29,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
996,85,10,2025-01-05,5,Exceeded  my  expectations!,0.0,Postive
997,82,1,2023-10-03,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
998,34,11,2025-05-18,4,Five  stars  for  the  quick  delivery.,0.0,Postive
999,37,8,2023-05-28,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
1000,86,12,2025-11-17,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
1001,72,13,2023-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
1002,25,15,2025-05-15,4,Five  stars  for  the  quick  delivery.,0.0,Postive
1003,14,16,2025-03-31,5,Five  stars  for  the  quick  delivery.,0.0,Postive
